time,latitude,longitude,altitude,desc
3:56:09 PM,29.5058,-95.4727,1478.67,"unique-maroon-panther,swift-berry-swift,loud-pink-bison,zesty-sangria-frog,radiant-eggshell-starling,thankful-currant-worm"
3:56:20 PM,29.5093,-95.4727,1500.98,"clever-myrtle-sidewinder,future-ultraviolet-pig,polite-leather-tortoise,swift-berry-swift,zesty-sangria-frog,radiant-eggshell-starling"
3:56:31 PM,29.5131,-95.4731,1561.35,"mini-plastic-crab,polite-leather-tortoise,swift-berry-swift,zesty-sangria-frog,radiant-eggshell-starling,thankful-currant-worm"
3:56:41 PM,29.5167,-95.4734,1592.51,"polite-leather-tortoise,swift-berry-swift,zesty-sangria-frog,acidic-cyan-raccoon"
3:56:51 PM,29.5199,-95.4741,1609.25,"unique-maroon-panther,mini-plastic-crab,polite-leather-tortoise,loud-pink-bison,zesty-sangria-frog,acidic-cyan-raccoon,delightful-coffee-hawk"
3:57:02 PM,29.5235,-95.4748,1550.19,"polite-leather-tortoise,swift-berry-swift,gentle-latte-sparrow,zesty-sangria-frog"
3:57:13 PM,29.5272,-95.4754,1537.72,"future-ultraviolet-pig,mini-plastic-crab,swift-berry-swift,zesty-sangria-frog,radiant-eggshell-starling,thankful-currant-worm,original-zinc-cat,delightful-coffee-hawk"
3:57:23 PM,29.5305,-95.4756,1570.53,"mini-plastic-crab,polite-leather-tortoise,swift-berry-swift,zesty-sangria-frog,radiant-eggshell-starling,thankful-currant-worm,acidic-cyan-raccoon"
3:57:33 PM,29.5336,-95.4757,1598.75,"future-ultraviolet-pig,furry-rouge-lemur,mini-plastic-crab,polite-leather-tortoise,swift-berry-swift,zesty-sangria-frog,radiant-eggshell-starling,thankful-currant-worm,acidic-cyan-raccoon,delightful-coffee-hawk"
3:57:43 PM,29.5367,-95.4758,1619.42,"future-ultraviolet-pig,mini-plastic-crab,polite-leather-tortoise,swift-berry-swift,zesty-sangria-frog,radiant-eggshell-starling,thankful-currant-worm,original-zinc-cat"
3:57:55 PM,29.5403,-95.4757,1575.45,"unique-maroon-panther,clever-myrtle-sidewinder,polite-leather-tortoise,zesty-sangria-frog,radiant-eggshell-starling,thankful-currant-worm"
3:58:04 PM,29.5436,-95.4755,1570.21,"mini-plastic-crab,polite-leather-tortoise,swift-berry-swift,zesty-sangria-frog,radiant-eggshell-starling,original-zinc-cat"
3:58:15 PM,29.5473,-95.4754,1609.9,"mini-plastic-crab,swift-berry-swift,zesty-sangria-frog,radiant-eggshell-starling,delightful-coffee-hawk"
3:58:29 PM,29.5507,-95.4754,1615.48,"unique-maroon-panther,polite-leather-tortoise,swift-berry-swift,gentle-latte-sparrow,hidden-misty-cow,zesty-sangria-frog,skinny-pineapple-donkey,radiant-eggshell-starling,thankful-currant-worm"
3:58:36 PM,29.5544,-95.4754,1655.51,"unique-maroon-panther,mini-plastic-crab,polite-leather-tortoise,swift-berry-swift,gentle-latte-sparrow,zesty-sangria-frog,radiant-eggshell-starling,thankful-currant-worm,original-zinc-cat,delightful-coffee-hawk"
3:58:46 PM,29.5579,-95.4754,1642.71,"polite-leather-tortoise,dazzling-alabaster-bird,zesty-sangria-frog,delightful-coffee-hawk"
3:58:57 PM,29.5615,-95.4753,1617.12,"future-ultraviolet-pig,polite-leather-tortoise,zesty-sangria-frog,radiant-eggshell-starling,delightful-coffee-hawk"
3:59:06 PM,29.5651,-95.4752,1592.19,"unique-maroon-panther,zesty-sangria-frog,rare-cream-salmon,radiant-eggshell-starling,thankful-currant-worm,original-zinc-cat,formal-ginger-jaguar"
3:59:51 PM,29.5821,-95.4773,1580.7,"unique-maroon-panther,tiny-vermilion-platypus,polite-leather-tortoise,gentle-latte-sparrow,zesty-sangria-frog,skinny-pineapple-donkey,radiant-eggshell-starling,thankful-currant-worm,original-zinc-cat,formal-ginger-jaguar"
4:00:02 PM,29.5858,-95.4782,1640.09,"clever-myrtle-sidewinder,future-ultraviolet-pig,tiny-vermilion-platypus,polite-leather-tortoise,bright-carmine-dog,gentle-latte-sparrow,hidden-misty-cow,zesty-sangria-frog,skinny-pineapple-donkey,radiant-eggshell-starling,thankful-currant-worm,original-zinc-cat,formal-ginger-jaguar"
4:00:12 PM,29.5894,-95.4792,1644.68,"unique-maroon-panther,clever-myrtle-sidewinder,tiny-vermilion-platypus,polite-leather-tortoise,gentle-latte-sparrow,hidden-misty-cow,zesty-sangria-frog,skinny-pineapple-donkey,radiant-eggshell-starling,thankful-currant-worm,original-zinc-cat,delightful-coffee-hawk"
4:00:23 PM,29.5933,-95.4804,1603.34,"clever-myrtle-sidewinder,zesty-sangria-frog,skinny-pineapple-donkey,radiant-eggshell-starling,thankful-currant-worm,original-zinc-cat,delightful-coffee-hawk"
4:00:33 PM,29.5969,-95.4816,1604,"delightful-gauze-finch,clever-myrtle-sidewinder,polite-leather-tortoise,bright-carmine-dog,gentle-latte-sparrow,hidden-misty-cow,radiant-eggshell-starling,thankful-currant-worm,original-zinc-cat,delightful-coffee-hawk"
4:00:43 PM,29.6004,-95.4831,1538.38,"delightful-gauze-finch,clever-myrtle-sidewinder,future-ultraviolet-pig,polite-leather-tortoise,bright-carmine-dog,gentle-latte-sparrow,hidden-misty-cow,zesty-sangria-frog,radiant-eggshell-starling,thankful-currant-worm,striped-sand-puppy,original-zinc-cat,delightful-coffee-hawk"
4:00:55 PM,29.6046,-95.4851,1494.42,"future-ultraviolet-pig,recumbent-seaweed-ostrich,furry-rouge-lemur,polite-leather-tortoise,bright-carmine-dog,gentle-latte-sparrow,hidden-misty-cow,zesty-sangria-frog,thankful-currant-worm,original-zinc-cat,delightful-coffee-hawk"
4:01:06 PM,29.6085,-95.4869,1486.22,"clever-myrtle-sidewinder,future-ultraviolet-pig,bright-carmine-dog,gentle-latte-sparrow,hidden-misty-cow,zesty-sangria-frog,skinny-pineapple-donkey,thankful-currant-worm,acidic-cyan-raccoon"
4:01:17 PM,29.612,-95.4887,1491.46,"delightful-gauze-finch,clever-myrtle-sidewinder,future-ultraviolet-pig,furry-rouge-lemur,polite-leather-tortoise,bright-carmine-dog,gentle-latte-sparrow,hidden-misty-cow,zesty-sangria-frog,skinny-pineapple-donkey,radiant-eggshell-starling,thankful-currant-worm,acidic-cyan-raccoon,original-zinc-cat,delightful-coffee-hawk"
4:01:27 PM,29.6158,-95.4911,1476.37,"delightful-gauze-finch,clever-myrtle-sidewinder,future-ultraviolet-pig,furry-rouge-lemur,tiny-vermilion-platypus,gentle-latte-sparrow,hidden-misty-cow,zesty-sangria-frog,skinny-pineapple-donkey,radiant-eggshell-starling,thankful-currant-worm,acidic-cyan-raccoon,original-zinc-cat,delightful-coffee-hawk"
4:01:38 PM,29.6198,-95.4937,1563.64,"delightful-gauze-finch,future-ultraviolet-pig,furry-rouge-lemur,tiny-vermilion-platypus,feisty-azure-meerkat,polite-leather-tortoise,hidden-misty-cow,zesty-sangria-frog,skinny-pineapple-donkey,radiant-eggshell-starling,thankful-currant-worm,original-zinc-cat,delightful-coffee-hawk"
4:01:49 PM,29.6238,-95.4962,1647.3,"delightful-gauze-finch,clever-myrtle-sidewinder,tiny-vermilion-platypus,feisty-azure-meerkat,polite-leather-tortoise,bright-carmine-dog,gentle-latte-sparrow,zesty-sangria-frog,skinny-pineapple-donkey,rare-cream-salmon,radiant-eggshell-starling,thankful-currant-worm,acidic-cyan-raccoon,original-zinc-cat,delightful-coffee-hawk"
4:01:59 PM,29.6273,-95.4984,1672.9,"clever-myrtle-sidewinder,future-ultraviolet-pig,furry-rouge-lemur,feisty-azure-meerkat,polite-leather-tortoise,bright-carmine-dog,hidden-misty-cow,stale-black-opossum,zesty-sangria-frog,skinny-pineapple-donkey,radiant-eggshell-starling,thankful-currant-worm,acidic-cyan-raccoon,original-zinc-cat"
4:02:10 PM,29.631,-95.5011,1645.99,"tiny-vermilion-platypus,feisty-azure-meerkat,bright-carmine-dog,gentle-latte-sparrow,hidden-misty-cow,skinny-pineapple-donkey,radiant-eggshell-starling,thankful-currant-worm,delightful-coffee-hawk"
4:02:20 PM,29.6342,-95.5038,1605.31,"delightful-gauze-finch,clever-myrtle-sidewinder,future-ultraviolet-pig,bright-carmine-dog,gentle-latte-sparrow,hidden-misty-cow,skinny-pineapple-donkey,radiant-eggshell-starling,thankful-currant-worm,original-zinc-cat,delightful-coffee-hawk"
4:02:30 PM,29.6377,-95.506,1570.21,"delightful-gauze-finch,clever-myrtle-sidewinder,tiny-vermilion-platypus,feisty-azure-meerkat,bright-carmine-dog,gentle-latte-sparrow,hidden-misty-cow,zesty-sangria-frog,radiant-eggshell-starling,thankful-currant-worm,original-zinc-cat,delightful-coffee-hawk"
4:02:41 PM,29.6417,-95.5084,1531.82,"clever-myrtle-sidewinder,future-ultraviolet-pig,furry-rouge-lemur,bright-carmine-dog,hidden-misty-cow,zesty-sangria-frog,skinny-pineapple-donkey,radiant-eggshell-starling,thankful-currant-worm,striped-sand-puppy,original-zinc-cat,delightful-coffee-hawk"
4:02:51 PM,29.6454,-95.5104,1567.58,"delightful-gauze-finch,future-ultraviolet-pig,furry-rouge-lemur,tiny-vermilion-platypus,bright-carmine-dog,gentle-latte-sparrow,hidden-misty-cow,skinny-pineapple-donkey,radiant-eggshell-starling,thankful-currant-worm,striped-sand-puppy,original-zinc-cat,delightful-coffee-hawk"
4:03:12 PM,29.6492,-95.5127,1542.97,"furry-rouge-lemur,tiny-vermilion-platypus,gentle-latte-sparrow,hidden-misty-cow,zesty-sangria-frog,skinny-pineapple-donkey,radiant-eggshell-starling,thankful-currant-worm,striped-sand-puppy,original-zinc-cat,delightful-coffee-hawk"
4:03:13 PM,29.653,-95.5153,1541.33,"delightful-gauze-finch,clever-myrtle-sidewinder,future-ultraviolet-pig,furry-rouge-lemur,hidden-misty-cow,stale-black-opossum,zesty-sangria-frog,skinny-pineapple-donkey,thankful-currant-worm,striped-sand-puppy,original-zinc-cat"
4:03:24 PM,29.6568,-95.5178,1566.92,"future-ultraviolet-pig,tiny-vermilion-platypus,bright-carmine-dog,hidden-misty-cow,zesty-sangria-frog,skinny-pineapple-donkey,thankful-currant-worm,striped-sand-puppy,original-zinc-cat,delightful-coffee-hawk"
4:03:34 PM,29.6605,-95.52,1623.35,"delightful-gauze-finch,clever-myrtle-sidewinder,furry-rouge-lemur,hidden-misty-cow,zesty-sangria-frog,skinny-pineapple-donkey,thankful-currant-worm,striped-sand-puppy,original-zinc-cat,delightful-coffee-hawk"
4:03:44 PM,29.664,-95.5224,1658.13,"clever-myrtle-sidewinder,future-ultraviolet-pig,furry-rouge-lemur,gentle-latte-sparrow,hidden-misty-cow,zesty-sangria-frog,skinny-pineapple-donkey,thankful-currant-worm,striped-sand-puppy,original-zinc-cat,delightful-coffee-hawk"
4:03:55 PM,29.6678,-95.5252,1566.27,"clever-myrtle-sidewinder,future-ultraviolet-pig,furry-rouge-lemur,feisty-azure-meerkat,gentle-latte-sparrow,hidden-misty-cow,stale-black-opossum,skinny-pineapple-donkey,thankful-currant-worm,original-zinc-cat,dizzy-nylon-pike,delightful-coffee-hawk"
4:04:06 PM,29.6713,-95.5277,1582.02,"future-ultraviolet-pig,recumbent-seaweed-ostrich,furry-rouge-lemur,feisty-azure-meerkat,hidden-misty-cow,tricky-peanut-chameleon,zesty-sangria-frog,skinny-pineapple-donkey,thankful-currant-worm,striped-sand-puppy,original-zinc-cat,delightful-coffee-hawk"
4:04:15 PM,29.6748,-95.5303,1666.33,"clever-myrtle-sidewinder,future-ultraviolet-pig,furry-rouge-lemur,hidden-misty-cow,zesty-sangria-frog,skinny-pineapple-donkey,thankful-currant-worm,striped-sand-puppy,original-zinc-cat,dizzy-nylon-pike,delightful-coffee-hawk"
4:04:25 PM,29.6783,-95.533,1612.2,"clever-myrtle-sidewinder,future-ultraviolet-pig,recumbent-seaweed-ostrich,feisty-azure-meerkat,hidden-misty-cow,zesty-sangria-frog,skinny-pineapple-donkey,thankful-currant-worm,striped-sand-puppy,original-zinc-cat,delightful-coffee-hawk"
4:04:35 PM,29.6816,-95.5357,1553.8,"delightful-gauze-finch,clever-myrtle-sidewinder,future-ultraviolet-pig,recumbent-seaweed-ostrich,furry-rouge-lemur,hidden-misty-cow,zesty-sangria-frog,skinny-pineapple-donkey,original-zinc-cat,delightful-coffee-hawk"
4:04:46 PM,29.6851,-95.5388,1521.98,"future-ultraviolet-pig,furry-rouge-lemur,feisty-azure-meerkat,gentle-latte-sparrow,hidden-misty-cow,zesty-sangria-frog,skinny-pineapple-donkey,radiant-eggshell-starling,striped-sand-puppy,original-zinc-cat,delightful-coffee-hawk"
4:04:56 PM,29.6884,-95.5416,1499.34,"delightful-gauze-finch,clever-myrtle-sidewinder,future-ultraviolet-pig,furry-rouge-lemur,tiny-vermilion-platypus,feisty-azure-meerkat,hidden-misty-cow,zesty-sangria-frog,skinny-pineapple-donkey,thankful-currant-worm,original-zinc-cat,delightful-coffee-hawk"
4:05:07 PM,29.692,-95.5447,1565.94,"clever-myrtle-sidewinder,future-ultraviolet-pig,furry-rouge-lemur,gentle-latte-sparrow,hidden-misty-cow,stale-black-opossum,zesty-sangria-frog,skinny-pineapple-donkey,original-zinc-cat,dizzy-nylon-pike,delightful-coffee-hawk"
4:05:17 PM,29.6951,-95.5477,1571.19,"delightful-gauze-finch,clever-myrtle-sidewinder,future-ultraviolet-pig,furry-rouge-lemur,tiny-vermilion-platypus,mammoth-sapphire-camel,hidden-misty-cow,stale-black-opossum,zesty-sangria-frog,skinny-pineapple-donkey,thankful-currant-worm,original-zinc-cat,delightful-coffee-hawk"
4:05:28 PM,29.6985,-95.5507,1536.41,"delightful-gauze-finch,future-ultraviolet-pig,furry-rouge-lemur,feisty-azure-meerkat,mammoth-sapphire-camel,gentle-latte-sparrow,hidden-misty-cow,stale-black-opossum,zesty-sangria-frog,skinny-pineapple-donkey,thankful-currant-worm,original-zinc-cat,dizzy-nylon-pike,delightful-coffee-hawk"
4:05:39 PM,29.7019,-95.5539,1517.71,"delightful-gauze-finch,clever-myrtle-sidewinder,future-ultraviolet-pig,furry-rouge-lemur,feisty-azure-meerkat,hidden-misty-cow,stale-black-opossum,smooth-fern-armadillo,zesty-sangria-frog,skinny-pineapple-donkey,thankful-currant-worm,original-zinc-cat,delightful-coffee-hawk"
4:05:50 PM,29.7055,-95.5571,1533.46,"delightful-gauze-finch,future-ultraviolet-pig,furry-rouge-lemur,tiny-vermilion-platypus,hidden-misty-cow,zesty-sangria-frog,skinny-pineapple-donkey,thankful-currant-worm,original-zinc-cat,delightful-coffee-hawk"
4:06:01 PM,29.7093,-95.5601,1478.34,"future-ultraviolet-pig,furry-rouge-lemur,tiny-vermilion-platypus,hidden-misty-cow,stale-black-opossum,zesty-sangria-frog,skinny-pineapple-donkey,thankful-currant-worm,original-zinc-cat,delightful-coffee-hawk"
4:06:11 PM,29.713,-95.5628,1462.27,"delightful-gauze-finch,clever-myrtle-sidewinder,future-ultraviolet-pig,furry-rouge-lemur,feisty-azure-meerkat,bright-carmine-dog,hidden-misty-cow,zesty-sangria-frog,skinny-pineapple-donkey,thankful-currant-worm,original-zinc-cat,delightful-coffee-hawk"
4:06:22 PM,29.7171,-95.5662,1447.5,"delightful-gauze-finch,future-ultraviolet-pig,furry-rouge-lemur,hidden-misty-cow,stale-black-opossum,zesty-sangria-frog,original-zinc-cat"
4:06:33 PM,29.7208,-95.5698,1411.08,"delightful-gauze-finch,future-ultraviolet-pig,bright-carmine-dog,hidden-misty-cow,stale-black-opossum,zesty-sangria-frog,skinny-pineapple-donkey,original-zinc-cat,savory-walnut-monkey,delightful-coffee-hawk"
4:06:44 PM,29.7245,-95.5736,1430.44,"delightful-gauze-finch,future-ultraviolet-pig,tiny-vermilion-platypus,hidden-misty-cow,zesty-sangria-frog,striped-sand-puppy,original-zinc-cat,delightful-coffee-hawk"
4:06:55 PM,29.728,-95.5774,1448.49,"delightful-gauze-finch,future-ultraviolet-pig,recumbent-seaweed-ostrich,furry-rouge-lemur,tiny-vermilion-platypus,feisty-azure-meerkat,hidden-misty-cow,stale-black-opossum,zesty-sangria-frog,skinny-pineapple-donkey,original-zinc-cat,delightful-coffee-hawk"
4:07:05 PM,29.7311,-95.5807,1469.81,"clever-myrtle-sidewinder,future-ultraviolet-pig,furry-rouge-lemur,tiny-vermilion-platypus,hidden-misty-cow,zesty-sangria-frog,original-zinc-cat,delightful-coffee-hawk"
4:07:16 PM,29.7344,-95.5838,1491.14,"delightful-gauze-finch,clever-myrtle-sidewinder,future-ultraviolet-pig,tiny-vermilion-platypus,mammoth-sapphire-camel,smooth-fern-armadillo,original-zinc-cat,savory-walnut-monkey,delightful-coffee-hawk"
4:07:27 PM,29.738,-95.5874,1483.59,"delightful-gauze-finch,clever-myrtle-sidewinder,future-ultraviolet-pig,stale-black-opossum,zesty-sangria-frog,striped-sand-puppy,original-zinc-cat,delightful-coffee-hawk"
4:07:37 PM,29.7416,-95.5911,1457.02,"clever-myrtle-sidewinder,future-ultraviolet-pig,tiny-vermilion-platypus,mammoth-sapphire-camel,hidden-misty-cow,stale-black-opossum,zesty-sangria-frog,skinny-pineapple-donkey,original-zinc-cat,delightful-coffee-hawk"
4:07:48 PM,29.7451,-95.5946,1408.46,"future-ultraviolet-pig,furry-rouge-lemur,tiny-vermilion-platypus,hidden-misty-cow,stale-black-opossum,smooth-fern-armadillo,zesty-sangria-frog,skinny-pineapple-donkey,original-zinc-cat,delightful-coffee-hawk"
4:07:58 PM,29.7484,-95.5978,1387.13,"future-ultraviolet-pig,furry-rouge-lemur,tiny-vermilion-platypus,bright-carmine-dog,stale-black-opossum,zesty-sangria-frog,skinny-pineapple-donkey,original-zinc-cat,delightful-coffee-hawk"
4:08:09 PM,29.752,-95.6014,1346.12,"clever-myrtle-sidewinder,future-ultraviolet-pig,tiny-vermilion-platypus,mammoth-sapphire-camel,stale-black-opossum,smooth-fern-armadillo,zesty-sangria-frog,striped-sand-puppy,original-zinc-cat,delightful-coffee-hawk"
4:08:20 PM,29.7557,-95.6052,1349.08,"future-ultraviolet-pig,tiny-vermilion-platypus,mammoth-sapphire-camel,stale-black-opossum,zesty-sangria-frog,skinny-pineapple-donkey,original-zinc-cat,delightful-coffee-hawk"
4:08:31 PM,29.7593,-95.6085,1355.31,"future-ultraviolet-pig,tiny-vermilion-platypus,mammoth-sapphire-camel,hidden-misty-cow,stale-black-opossum,zesty-sangria-frog,original-zinc-cat,delightful-coffee-hawk"
4:08:42 PM,29.7636,-95.611,1337.27,"future-ultraviolet-pig,mammoth-sapphire-camel,stale-black-opossum,zesty-sangria-frog,original-zinc-cat,delightful-coffee-hawk"
4:08:52 PM,29.7675,-95.6133,1304.13,"future-ultraviolet-pig,stale-black-opossum,zesty-sangria-frog,delightful-coffee-hawk"
4:09:03 PM,29.7715,-95.6158,1235.23,"delightful-gauze-finch,future-ultraviolet-pig,recumbent-seaweed-ostrich,tiny-vermilion-platypus,mammoth-sapphire-camel,stale-black-opossum,zesty-sangria-frog,original-zinc-cat,delightful-coffee-hawk"
4:09:15 PM,29.7758,-95.619,1227.36,"future-ultraviolet-pig,recumbent-seaweed-ostrich,tiny-vermilion-platypus,tiny-sangria-pig,stale-black-opossum,zesty-sangria-frog,original-zinc-cat,delightful-coffee-hawk"
4:09:27 PM,29.7796,-95.6225,1260.17,"future-ultraviolet-pig,tiny-vermilion-platypus,mammoth-sapphire-camel,zesty-sangria-frog"
4:09:37 PM,29.7837,-95.6244,1306.1,"future-ultraviolet-pig,tiny-vermilion-platypus,stale-black-opossum,zesty-sangria-frog,original-zinc-cat,delightful-coffee-hawk"
4:09:48 PM,29.7878,-95.6266,1295.93,"future-ultraviolet-pig,tiny-vermilion-platypus,stale-black-opossum,skinny-pineapple-donkey,striped-sand-puppy,original-zinc-cat,delightful-coffee-hawk"
4:09:59 PM,29.7905,-95.6309,1281.82,"delightful-gauze-finch,future-ultraviolet-pig,recumbent-seaweed-ostrich,bright-carmine-dog,stale-black-opossum"
4:10:09 PM,29.7925,-95.6354,1280.51,"future-ultraviolet-pig,recumbent-seaweed-ostrich,tiny-vermilion-platypus,mammoth-sapphire-camel,tiny-sangria-pig,stale-black-opossum"
4:10:20 PM,29.7949,-95.6406,1305.77,"future-ultraviolet-pig,mammoth-sapphire-camel,stale-black-opossum"
4:11:01 PM,29.8086,-95.6531,1380.9,"future-ultraviolet-pig,tiny-vermilion-platypus,mammoth-sapphire-camel,tiny-sangria-pig,stale-black-opossum,recumbent-foggy-squirrel"
4:11:11 PM,29.8122,-95.6556,1398.29,"tiny-vermilion-platypus,mammoth-sapphire-camel,stale-black-opossum,striped-sand-puppy,original-zinc-cat,delightful-coffee-hawk"
4:11:21 PM,29.8157,-95.6577,1394.35,"damp-fern-moth,tiny-vermilion-platypus,mammoth-sapphire-camel,tiny-sangria-pig,stale-black-opossum,recumbent-foggy-squirrel,future-heather-weasel,original-zinc-cat,delightful-coffee-hawk"
4:11:31 PM,29.8194,-95.6591,1373.35,"future-ultraviolet-pig,tiny-vermilion-platypus,mammoth-sapphire-camel,stale-black-opossum,recumbent-foggy-squirrel,future-heather-weasel,original-zinc-cat"
4:11:42 PM,29.8238,-95.661,1427.16,"mammoth-sapphire-camel,stale-black-opossum,original-zinc-cat"
4:11:52 PM,29.8278,-95.6628,1495.07,"tiny-vermilion-platypus,mammoth-sapphire-camel,stale-black-opossum,original-zinc-cat,delightful-coffee-hawk"
4:12:02 PM,29.8315,-95.6646,1516.4,"future-ultraviolet-pig,recumbent-seaweed-ostrich,tiny-sangria-pig,stale-black-opossum,recumbent-foggy-squirrel,original-zinc-cat"
4:12:13 PM,29.8354,-95.6667,1458.66,"future-ultraviolet-pig,recumbent-seaweed-ostrich,mammoth-sapphire-camel,stale-black-opossum"
4:12:23 PM,29.838,-95.6704,1183.07,"mammoth-sapphire-camel,stale-black-opossum,recumbent-foggy-squirrel,future-heather-weasel,original-zinc-cat"
4:12:35 PM,29.8388,-95.6767,879.59,"mammoth-sapphire-camel,stale-black-opossum,recumbent-foggy-squirrel"
4:12:45 PM,29.8368,-95.681,701.77,stale-black-opossum
4:12:55 PM,29.8331,-95.6819,495.73,"tiny-vermilion-platypus,mammoth-sapphire-camel,stale-black-opossum"
4:13:06 PM,29.8297,-95.6799,405.83,"tiny-vermilion-platypus,mammoth-sapphire-camel,stale-black-opossum"
4:13:16 PM,29.827,-95.6777,366.79,"tiny-vermilion-platypus,stale-black-opossum"
